id,created_at,updated_at,name,Spanish name,Portuguese name,image_url,color,short_description,recipe_ingredient,body,is_featured,sort_order,user_id,Instructions Spanish,Instructions Portuguese
16,2018-08-30 02:01:12,2019-02-11 11:42:21,Stain Remover,Removedor de manchas,Removedor de manchas,recipes/a5f6d4fdcc8ba8fde62db4d7866a5944.jpeg,111111,"- 14 oz. Glass spray bottle 
- 1 mini stainless steel funnel
- 1/2 cup of white distilled vinegar 
- 10 drops of lemon essential oil 
- 10 drops of melaleuca",,"Using a 4 oz. spray bottle, remove the top and secure the mini stainless steel funnel to its opening. Pour ½ cup of white distilled vinegar into the bottle. Add 10 drops of lemon essential oil and 10 drops of melaleuca (tea tree) essential oil. Remove the funnel and reattach the lid. Shake well. Spray onto any stain before washing (be sure to wash with cold water) and be amazed as this natural essential oil solution removes all unwanted marks!",0,0,0,"Con una botella con atomizador de 4 onzas, retire la parte superior y fije el embudo de acero inoxidable mini a su abertura. Vierta ½ taza de vinagre destilado blanco en la botella. Agregue 10 gotas de aceite esencial de limón y 10 gotas de aceite esencial de melaleuca (árbol de té). Retire el embudo y vuelva a colocar la tapa. Agite bien. ¡Rocíe sobre cualquier mancha antes de lavar (asegúrese de lavar con agua fría) y déjese sorprender ya que esta solución de aceite esencial natural elimina todas las manchas no deseadas!","Utilize um borrifador de 120 ml, remova a tampa e prenda o mini funil de aço inoxidável na boca. Coloque ½ xícara de vinagre branco destilado no borrifador. Adicione 10 gotas do óleo essencial de limão e 10 gotas do óleo essencial de melaleuca (árvore do chá). Remova o funil e feche a tampa. Agite bem. Borrife em qualquer mancha antes de lavar (lembre-se de lavar com água gelada) e maravilhe-se com essa solução de óleos essenciais natural que remove todas as marcas indesejadas."
17,2018-08-30 02:02:54,2019-05-24 12:00:17,Liquid Fabric Softner,Suavizante de telas líquido,Amaciante líquido de tecidos,recipes/bf5e3feaa9857f277eed4c20aeec25e6.jpeg,111111,"- 1 gallon distilled white vinegar
- 2 cups baking soda
- 20 drops clove essential oil 
- 10 drops lemon essential oil",,Combine ingredients in a large bowl or container and add ¼ to ½ cup per load. Your laundry will be softened and smell great.,1,0,0,Combine los ingredientes en un tazón o recipiente grande y agregue ¼ a ½ taza por carga. Su ropa se suavizará y olerá excelente.,Junte os ingredientes em uma grande tigela ou recipiente e adicione de ¼ a ½ xícara por carga. Sua roupa suja será amaciada e ficará com um ótimo cheiro.
18,2018-08-30 02:04:55,2019-05-24 12:00:17,Sparkling Citrus Drink,Bebida cítrica espumosa,Bebida cítrica gaseificada,recipes/0ed985b8ec284c92dd90cfbc67851a65.jpeg,111111,"- 12 ounces seltzer water
- 1/8-1/4 teaspoon stevia, to taste
- 6 drops grapefruit essential oil
- 6 drops lemon essential oil",,"Mix ingredients together and serve chilled or over ice. Garnish with a sprig of mint or a slice of lime, if desired. For a dash of color, add a tiny bit of red food coloring to create a pink color for the pink grapefruit.",1,0,0,"Mezcle los ingredientes y sírvalos fríos o sobre hielo. Decore con una ramita de menta o una rodaja de lima, si lo desea. Para un toque de color, agregue un poco de colorante de alimentos rojos para crear un color rosa para la toronja rosa.","Misture os ingredientes e sirva gelado ou sobre gelo. Decore com um ramo de hortelã ou uma fatia de limão, se quiser. Para um toque de cor, adicione uma pitada de corante alimentar vermelho para criar uma cor rosa para a toranja."
19,2018-08-30 02:07:23,2019-05-24 11:59:26,Frozen Blended Virgin Daiquiri,Daiquiri virgen helado,Batida de daiquiri virgem frozen,recipes/dbfd55f657040cfdc84d8a6ed0eaeffc.jpeg,111111,"- 1 cup frozen strawberries 
- 1 teaspoon vanilla extract
- 1-2 drops lime essential oil 
- 1 cup water
- Stevia to sweeten",,"Mix all ingredients in blender. Add more sweetener or lime to taste. Add more water for a thinner consistency. For a creamy consistency, add a little plain yogurt.",1,0,0,Mezcle todos los ingredientes en la licuadora. Agregue más edulcorante o lima al gusto. Agregue más agua para obtener una consistencia más diluida. Agregue un poco de yogur natural para obtener una consistencia más cremosa.,"Misture todos os ingredientes no liquidificador. Adicione mais adoçante ou limão a gosto. Adicione mais água para uma consistência mais fina. Para uma consistência cremosa, adicione um pouco de iogurte natural."
20,2018-08-30 02:19:16,2019-02-11 11:42:21,Easy Sweet Bread/Muffins,Pan dulce o muffins,Pães/muffins doces fáceis,KPwxU5LRIiuHljgp7EN3G5WNeqPsyawQAP2e0DlN.jpeg,111111,"- 1 cup frozen berries
- 2-3 drops wild orange essential or 1 drop cinnamon essential oil, to taste 
- 1 toothpick swirl clove essential oil, to taste",,"Add to your favorite bran muffin or sweet bread recipe or add to veggie breads (such as pumpkin, carrot, or zucchini).",0,0,0,"Agréguelo a su muffin de salvado favorito o a su receta de pan dulce o agregue a los panes vegetarianos (como de calabaza, zanahoria o calabacín).","Adicione a sua receita favorita de muffin de aveia ou pão doce ou adicione nos pães vegetarianos (como de abóbora, cenoura ou abobrinha)."
22,2018-08-30 02:24:20,2019-02-14 11:02:37,Spiced French Toast,Tostada francesa especiado,Rabanada apimentada,recipes/7ff729b9e00577e533a8990b7326a724.jpeg,111111,"- 3 large eggs
- 3/4 cup milk 
- 1 teaspoon vanilla extract 
- 1 drop cinnamon
- dash of salt and pepper
- 6-8 slices bread of your choice",,"Whisk eggs until light and fluffy. Mix in remaining ingredients. Heat a skillet or griddle coated with coconut oil, butter, or a nonstick spray. Dip bread in batter, turning to coat, then place on griddle. Cook until golden, turn to cook the other side until golden. Top with butter and warm spiced syrup or spiced apple pie filling (see recipes). Note: protective blend is great with white bread. Cinnamon is better for wheat bread.",0,0,0,"Bata los huevos hasta que estén ligeros y esponjosos. Mezcle los ingredientes restantes. Caliente una sartén o una plancha recubierta con aceite de coco, mantequilla o un spray antiadherente. Sumerja el pan en la mezcla, voltee para cubrir bien, luego colóquelo en la plancha. Cocine hasta que esté dorado, gire para cocinar el otro lado hasta que esté dorado. Cubra con mantequilla y jarabe especiado caliente o relleno especiado de tarta de manzana (ver recetas). Nota: la mezcla protectora es perfecta para el pan blanco. La canela es mejor para el pan de trigo.","Bata os ovos levemente até ficarem leves e fofos. Misture os ingredientes restantes. Aqueça uma frigideira ou grelha untada com óleo de coco, manteiga ou spray antiaderente. Molhe o pão na massa, virando para cobri-lo, e coloque-o na grelha. Cozinhe até dourar, vire para cozinhar do outro lado até dourar. Cubra com manteiga e um xarope picante quente ou recheio picante de torta de maçã (ver receitas). Observação: o mix de proteção é ótimo com pão branco. A canela é melhor para o pão de trigo."
23,2018-08-30 02:29:05,2019-01-09 21:27:05,Lemon/Lime Bars,Barra de lima o limón,Barras de limão,recipes/46ae2c0036a418269338c988d1595a47.jpeg,111111,"- 1 cup butter, softened 
- 2 cups flour
- 1/2 cup powdered sugar
- 1/4 teaspoon sea salt
- 4 eggs
- 2 cups sugar
- 3 tbsp lemon or lime juice 
- 1 tbsp water
- 1/4 cup cornstarch
- 6 drops lemon or lime essential oil 
- 1/3 - 1/2 cup powdered sugar 
- 1 drop of lemon or lime essential oil",,"Mix butter, flour, up powdered sugar, and salt with pastry blender. Press into the bottom of 9x13” pan. (for nicer presentation, line pan with parchment paper so you can lift bars out of pan). Bake at 350 degrees for 15 minutes. While baking, mix eggs and sugar till light and fluffy. Add the lemon or lime juice, essential oil, water and cornstarch. Pour mixture over semi-cooked crust and bake at 350 degrees for 25-30 more minutes. Mix powdered sugar and citrus oil in baggie and shake it up. When lemon bars are done, sprinkle with citrus-infused powdered sugar on top by putting into metal strainer and shaking onto warm bars (let them cool a bit, but not completely).",0,0,0,"Mezcle la mantequilla, la harina, el azúcar en polvo y la sal con el mezclador de masas. Colóquelo en la base de una bandeja de 9x13”. (para una mejor presentación, forre la bandeja con papel de pergamino para que pueda levantar las barras de la bandeja). Hornee a 350 grados durante 15 minutos. Mientras se hornea, mezcle los huevos y el azúcar hasta que queden ligeros y esponjosos. Agregue el jugo de limón o lima, el aceite esencial, el agua y el almidón de maíz. Vierta la mezcla sobre la corteza semicocida y hornee a 350 grados durante 25 a 30 minutos más. Mezcle el azúcar en polvo y el aceite cítrico en la bolsita y agítela. Cuando las barras de limón estén listas, espolvoree con azúcar en polvo con infusión de cítricos en la parte superior poniendo en el colador de metal y agitando sobre las barras calientes (déjelas enfriar un poco, pero no completamente).","Misture manteiga, farinha, açúcar de confeiteiro e sal com a massa no liquidificador. Pressione no fundo de uma forma de 22x33 cm. (para uma apresentação mais bonita, forre com papel manteiga para poder levantar as barras da forma). Asse em 176 graus Celsius por 15 minutos. Ao assar, misture os ovos e açúcar até que esteja leve e fofo. Adicione o suco de limão, óleo essencial, água e amido de milho. Coloque a mistura sobre a crosta semi-assada e asse em 176 graus Celsius por mais 25-30 minutos. Misture açúcar de confeiteiro e óleo cítrico em um saquinho e agite. Quando as barras de limão estiverem prontas, salpique açúcar de confeiteiro com sabor cítrico no topo, ao passar pelo filtro de metal e agitar nas barras quentes (deixe-as esfriar um pouco, mas não totalmente)."
24,2018-08-30 02:33:17,2019-02-11 11:55:39,Strawberries Romanoff,Fresas Romanoff,Morangos Romanoff,recipes/2daa44bfafb5c0a5247a534b909c0f7f.jpeg,111111,"- 1 quart strawberries
- sour cream or plain greek yogurt
- 2 toothpick swirls lemon essential oil 
- brown sugar",,"Wash and rinse 1 quart strawberries and lay on paper towel to dry. Into sour cream or plain greek yogurt, add 2 toothpick swirls lemon essential oil. Put brown sugar in a dish. Holding strawberry by the stem, dip into yogurt or sour cream essential oil mixture, then dab into brown sugar.",1,0,0,"Lave y enjuague 1 cuarto de fresas y colóquelas sobre la toalla de papel para secar. En crema agria o yogur griego natural, agregue 2 inmersiones en espiral de un palillo en aceite esencial de limón. Coloque el azúcar morena en un plato. Sosteniendo la fresa por el tallo, sumérgela en yogur o mezcla de aceite esencial de crema agria, luego sumérgela en azúcar morena.","Lave e enxágue 1 kg de morangos e deixe-os secar em papel-toalha. No creme azedo ou iogurte natural, adicione 2 palitos de dente com óleo essencial de limão em um redemoinho. Coloque açúcar mascavo em um prato. Segurando o morango pelo caule, mergulhe na mistura de óleo essencial com iogurte ou creme azedo, depois mergulhe no açúcar mascavo."
26,2018-08-30 02:45:16,2019-02-11 11:42:21,Creamy Cilantro Dressing,Aderezo cremoso de cilantro,Molho cremoso de coentro,recipes/16b4955d24c197a29a886a36a85fa58f.jpeg,111111,"- ½ cup buttermilk
- ½ cup mayonnaise
- ½ cup sour cream 
- 1 package dry ranch buttermilk dressing mix
- 2 drops cilantro essential oil
- 6 stalks green onions, sliced
- 4 golden pepperoncini peppers 
- 1 drop lime essential oil 
- 1 teaspoon sugar",,"Combine all ingredients in blender and refrigerate. Serve on salads, tortillas, and as a focaccia/herb bread dip.",0,0,0,"Combine todos los ingredientes en una licuadora y refrigere. Sirva en ensaladas, tortillas y como salsa para pan de focaccia o de hierbas.","Misture todos os ingredientes no liquidificador e leve para a geladeira. Sirva em saladas, tortilhas e como um molho para focaccia/pão com ervas."
27,2018-08-30 02:57:39,2019-02-08 11:50:20,Basic Vinaigrette,Vinagreta básica,Vinagrete básico,recipes/fa94e69ccb28e791a7949ac0c8f06729.jpeg,111111,"- 2/3 cup olive oil
- 1/2 cup champagne or wine vinegar
- 2-3 teaspoons sugar or 1-2 drops stevia
- 1 teaspoon shallots or white onion, finely grated 
- 1 teaspoon dijon mustard
- 1/4 teaspoon minced garlic
- 1-2 drops wild orange, grapefruit, or invigorating blend essential oils",,"Alternative Oils: grapefruit, or invigorating blend

Shake ingredients to mix well, and enjoy.",0,0,0,"Aceites alternativos: toronja, o mezcla vigorizante Agitar ingredientes para mezclar bien, y disfrutar.",Óleos alternativos: toranja ou um mix revigorante Agite os ingredientes para misturá-los bem e aproveite.
28,2018-08-30 02:59:59,2019-04-02 21:40:52,Red Cabbage & Apple Sauerkraut,Repollo rojo y chucrut de manzana,Chucrute de maçã e repolho roxo,recipes/1f0d7ae5c8123f702cac69c0976a45dc.jpeg,111111,"- 1 to 1 ½ heads of cabbage 
- 1 tablespoon sea salt per pound of cabbage 
- 1 onion
- 2-3 tablespoons dill
- 2-3 tablespoons caraway seeds
- 2 drops of lemon essential oil to a pint size container of sauerkraut",,"Combine cabbage, apple, and red onion. Sprinkle with salt and massage. Place the remaining ingredients in a small bowl. Crush with the back of a spoon or mortar and pestle. Add to cabbage mixture and follow the Basic Sauerkraut instructions.",0,0,0,"Combine el repollo, la manzana y la cebolla roja. Espolvorea con sal y masaje. Coloque los ingredientes restantes en un tazón pequeño. Aplaste con la parte posterior de una cuchara o con un mortero. Agregue a la mezcla de repollo y siga las instrucciones básicas de la receta.","Combine repolho, maçã e cebola roxa. Salpique com sal e faça uma massagem. Coloque os ingredientes restantes em uma pequena tigela. Esmague com as costas da colher ou almofariz e pilão. Adicione na mistura do repolho e siga as instruções básicas da receita."
29,2018-08-30 03:07:48,2019-04-02 21:40:20,Basic Sauerkraut,Chucrut básico,Chucrute básico,recipes/31c858fdce6c2e77128263204bfd96e7.jpeg,111111,"- 1 to 1 1/2 heads of cabbage 
- 1 tablespoon sea salt per pound 
- 1 onion2-3 tablespoon caraway
- 2 drops of lemon oil to pint size sauerkraut",,"Chop the cabbage into chunks of uniform size. Add any desired spices. Add coarse sea salt and mix throughout using your hands to massage. Using your fist or a wooden tamper, create an anaerobic environment by removing the air bubbles as you pack the vegetable mixture tightly into a crock or jar. Push until the brine starts to rise to the top of the veggies. Place a saucer or plate on top of the vegetables, covering them as close to the edges as possible. Place a weight on top of the packed vegetables. Cover completely with a cloth and secure with a rubber band. During the first week, tamp the mixture down daily to keep the veggies under the brine. Taste after a week and see if you like it. You can ferment as long as you want, but two to four weeks is popular. The best temperature to ferment is 55-65 degrees.",0,0,0,Después de la fermentación.,Após fermentação.
30,2018-08-30 03:13:50,2019-02-14 11:02:37,Kefir,Kéfir,Kefir,recipes/c18a4d5be030b149104c4b97d4176e85.jpeg,111111,"- 1 tablespoon milk kefir grains
- 8-16 ounces goat or cow milk (raw, unpasteurized is the best choice)",,"Kefir is high in enzymes and probiotics and is alkalizing to the body. It stimulates mucosal immune response to protect from microbiological invasion of mucous membranes throughout the body. Kefir contains peptides that may restore normal immune function. Kefir is also good for lactose-intolerant people. The lactose found in milk is converted to lactic acid during the fermentation process. Add 1 tablespoon kefir grains to 8-16 ounces of raw milk, place in a jar with a lid. Let it sit on the counter at room temperature for 24 to 72 hours, depending on how sour you like it and how warm your house is. Shake gently a couple times a day to redistribute the grains. When fermentation is complete, strain the milk and save the kefir grains to make a new batch. Put the strained kefir in a jar with a tight lid. Let it sit at room temperature for a few hours to increase fizziness. Then store in refrigerator.",0,0,0,"El Kéfir es alto en enzimas y probióticos y es alcalinizante para el cuerpo. Estimula la respuesta inmune de la mucosa para proteger de la invasión microbiológica de las membranas mucosas en todo el cuerpo. El kéfir contiene péptidos que pueden restaurar la función inmune normal. El kéfir también es bueno para personas intolerantes a la lactosa. La lactosa que se encuentra en la leche se convierte en ácido láctico durante el proceso de fermentación. Agregue 1 cucharada de granos de kéfir a 8 a 16 onzas de leche cruda, colóquelo en un frasco con tapa. Deje reposar en el mostrador a temperatura ambiente durante 24 a 72 horas, dependiendo de lo agrio que le guste y de lo cálida que sea su casa. Agite suavemente un par de veces al día para redistribuir los granos. Una vez finalizada la fermentación, cuele la leche y guarde los granos de kéfir para hacer un nuevo lote. Coloque el kéfir colado en un frasco con tapa apretada. Deje reposar a temperatura ambiente durante unas horas para aumentar la efervescencia. Luego refrigere.","O kefir é alto em enzimas e probióticos e é alcalinizante para o corpo. Ele estimula a resposta imune da mucosa para proteger da invasão microbiológica das membranas mucosas em todo o corpo. O kefir contém propriedade que podem restaurar a função imune normal. O kefir também é bom para pessoas intolerantes a lactose. A lactose encontrada no leite é convertida para ácido lácteo durante o processo de fermentação. Adicione 1 colher de sopa de grãos de kefir a 236-473 ml de leite cru, coloque em uma jarra com tampa. Deixe descansar no balcão em temperatura ambiente por 24 a 72 horas, dependendo de quão azedo você quer e o calor de sua casa. Agite delicadamente algumas vezes por dia para redistribuir os grãos. Quando a fermentação terminar, filtre o leite e guarde os grãos de kefir para fazer um novo lote. Coloque o kefir coado em uma jarra com uma tampa vedada. Deixe descansar em temperatura ambiente por algumas horas para aumentar o gás. Depois, guarde na geladeira."
