id,created_at,updated_at,name,Spanish name,Portuguese name,image_url,color,short_description,is_featured,sort_order,ailment_type
667,2019-03-15 09:51:32,2019-03-20 23:46:23,Poor Cellular Activity,Actividad celular escasa,Atividade celular deficiente,NULL,,NULL,0,18,1
668,2019-03-15 09:51:32,2019-03-15 15:29:26,"Adrenal Cortex, Sluggish","Corteza adrenal, lenta","Córtex Adrenal, Lento",NULL,,NULL,0,19,1
669,2019-03-15 09:51:32,2019-03-15 15:29:26,Adrenal Exhaustion/Fatigue,Agotamiento/fatiga adrenal,Exaustão Adrenal/Fadiga,NULL,,NULL,0,20,1
670,2019-03-15 09:51:32,2019-03-15 15:29:26,Adrenal Fatigue,Fatiga adrenal,Fadiga adrenal,NULL,,NULL,0,21,1
671,2019-03-15 09:51:32,2019-03-15 15:29:26,Adrenal Fatigue/Exhaustion,Fatiga/agotamiento adrenal,Fadiga Adrenal/Exaustão,NULL,,NULL,0,22,1
672,2019-03-15 09:51:32,2019-03-15 15:29:26,Afraid/Unadventurous,Miedo/poco osado,Medo/Aventureiro,NULL,,NULL,0,23,1
673,2019-03-15 09:51:32,2019-03-15 15:29:26,Afterbirth/Placenta Delivery,Alumbramiento/expulsión de la placenta,Pós parto/expulsão da placenta,NULL,,NULL,0,24,1
674,2019-03-15 09:51:32,2019-03-15 15:29:26,Aging/Age Spots,Envejecimiento/manchas de la edad,Pontos de Envelhecimento/Idade,NULL,,NULL,0,25,1
675,2019-03-15 09:51:32,2019-03-21 00:08:59,Agitated,Agitado,Agitado,NULL,,NULL,0,26,1
676,2019-03-15 09:51:32,2019-03-15 09:51:32,AIDS/HIV,SIDA/VIH,AIDS/HIV,NULL,,NULL,0,27,1
677,2019-03-15 09:51:32,2019-03-15 15:29:26,Airborne Germs And Bacteria,Gérmenes y bacterias de transmisión aérea,Germes e bactérias transportados por via aérea,NULL,,NULL,0,28,1
678,2019-03-15 09:51:32,2019-03-15 15:29:26,"Airways, Narrowing/Constriction","Vías respiratorias, estrechamiento/constricción","Vias Aéreas, Estreitamento/Constrição",NULL,,NULL,0,29,1
679,2019-03-15 09:51:33,2019-03-15 15:29:26,Alcohol-Related Conditions,Enfermedades relacionadas con el alcohol,Condições Relacionadas ao Álcool,NULL,,NULL,0,30,1
680,2019-03-15 09:51:33,2019-03-15 15:29:26,"Alcohol, Issues With","Alcohol, problemas con","Álcool, problemas com",NULL,,NULL,0,31,1
681,2019-03-15 09:51:33,2019-03-15 15:29:26,"Alertness, Decreased/Drowsiness","Lucidez mental, reducida/somnolencia","Estado de Alerta, Diminuição/Sonolência",NULL,,NULL,0,32,1
682,2019-03-15 09:51:33,2019-03-15 09:51:33,Allergies,Alergias,Alergias,NULL,,NULL,0,33,1
683,2019-03-15 09:51:33,2019-03-15 09:51:33,Allergies,Alergias,Alergias,NULL,,NULL,0,34,1
684,2019-03-15 09:51:33,2019-03-15 15:29:26,Allergies To Insect Bite Or Sting,Alergias a las picaduras o mordeduras de insectos,Alergias a mordida ou picada de insetos,NULL,,NULL,0,35,1
685,2019-03-15 09:51:33,2019-03-15 15:29:26,"Allergies, Chronic","Alergias, crónicas","Alergias, Crônicas",NULL,,NULL,0,36,1
686,2019-03-15 09:51:33,2019-03-15 15:29:26,"Allergies, General","Alergias, general","Alergias, Geral",NULL,,NULL,0,37,1
687,2019-03-15 09:51:33,2019-03-15 09:51:33,Alzheimer's,Alzheimer,Alzheimer,NULL,,NULL,0,38,1
688,2019-03-15 09:51:33,2019-03-21 00:18:12,Anemia (Iron Deficiency),Anemia (deficiencia de hierro),Anemia (Deficiência de Ferro),NULL,,NULL,0,39,1
689,2019-03-15 09:51:33,2019-03-15 15:29:26,"Anesthetize Pain, Attempting To","Anestesiar el dolor, intento de","Anestesiar a dor, tentar",NULL,,NULL,0,40,1
690,2019-03-15 09:51:33,2019-03-15 09:51:33,Anger,Ira,Raiva,NULL,,NULL,0,41,1
691,2019-03-15 09:51:33,2019-03-21 00:19:26,Angry,Furioso,Irritação,NULL,,NULL,0,42,1
692,2019-03-15 09:51:34,2019-03-15 09:51:34,Angry,Furioso,Irritação,NULL,,NULL,0,43,1
693,2019-03-15 09:51:34,2019-03-15 09:51:34,Anguish,Angustia,Angústia,NULL,,NULL,0,44,1
694,2019-03-15 09:51:34,2019-03-15 09:51:34,Anorexia,Anorexia,Anorexia,NULL,,NULL,0,45,1
695,2019-03-15 09:51:34,2019-03-15 15:29:26,Antibiotic Recovery,Recuperación con antibiótico,Recuperação Antibiótica,NULL,,NULL,0,46,1
696,2019-03-15 09:51:34,2019-03-15 09:51:34,Antisocial,Antisocial,Antissocial,NULL,,NULL,0,47,1
697,2019-03-15 09:51:34,2019-03-21 00:21:27,Antisocial,Antisocial,Antissocial,NULL,,NULL,0,48,1
698,2019-03-15 09:51:34,2019-03-15 09:51:34,Antisocial,Antisocial,Antissocial,NULL,,NULL,0,49,1
699,2019-03-15 09:51:34,2019-03-15 15:29:26,"Anus, Itching","Ano, comezón","Ânus, coceira",NULL,,NULL,0,50,1
700,2019-03-15 09:51:34,2019-03-15 15:29:26,"Anus, Prolapsed","Ano, prolapso","Ânus, prolapso",NULL,,NULL,0,51,1
701,2019-03-15 09:51:34,2019-03-15 09:51:34,Anxiety,Ansiedad,Ansiedade,NULL,,NULL,0,52,1
702,2019-03-15 09:51:34,2019-03-15 09:51:34,Anxiety,Ansiedad,Ansiedade,NULL,,NULL,0,53,1
703,2019-03-15 09:51:34,2019-03-15 09:51:34,Anxiety,Ansiedad,Ansiedade,NULL,,NULL,0,54,1
704,2019-03-15 09:51:34,2019-03-15 09:51:34,Anxiety,Ansiedad,Ansiedade,NULL,,NULL,0,55,1
705,2019-03-15 09:51:34,2019-03-15 09:51:35,Anxiety,Ansiedad,Ansiedade,NULL,,NULL,0,56,1
706,2019-03-15 09:51:35,2019-03-15 09:51:35,Anxiety,Ansiedad,Ansiedade,NULL,,NULL,0,57,1
707,2019-03-15 09:51:35,2019-03-15 09:51:35,Anxious,Ansioso,Ansioso,NULL,,NULL,0,58,1
708,2019-03-15 09:51:35,2019-03-21 02:03:56,Anxious Or Worried,Ansioso o preocupado,Ansioso ou Preocupado,NULL,,NULL,0,59,1
709,2019-03-15 09:51:35,2019-03-21 02:04:20,Apathetic/Indifferent,Apático/indiferente,Apático/Indiferente,NULL,,NULL,0,60,1
710,2019-03-15 09:51:35,2019-03-15 15:29:26,Apathetic/Lacking Of Motivation,Apático/Con falta de motivación,Apático/Falta de Motivação,NULL,,NULL,0,61,1
711,2019-03-15 09:51:36,2019-03-20 23:59:18,Poor/Dull Skin,Piel mate,Pele fraca/opaca,NULL,,NULL,0,62,1
712,2019-03-15 09:51:36,2019-03-15 09:51:36,Appendix,Apéndice,Apêndice,NULL,,NULL,0,63,1
713,2019-03-15 09:51:36,2019-03-15 15:29:26,Appetite Cravings/Blood Sugar Imbalance,Apetito y antojos/desequilibrio de azúcar en la sangre,Desejos de apetite/desequilíbrio de açúcar no sangue,NULL,,NULL,0,64,1
714,2019-03-15 09:51:36,2019-03-21 02:07:16,Appetite Stimulant,Estimulante del apetito,Estimulante do apetite,NULL,,NULL,0,65,1
715,2019-03-15 09:51:36,2019-03-15 15:29:26,"Appetite, Exaggerated","Apetito, exagerado","Apetite, exagerado",NULL,,NULL,0,66,1
716,2019-03-15 09:51:36,2019-03-21 02:08:01,"Appetite, Excess","Apetito, exceso","Apetite, excesso",NULL,,NULL,0,67,1
717,2019-03-15 09:51:36,2019-03-15 15:29:26,"Appetite, Excessive","Apetito, excesivo","Apetite, excessivo",NULL,,NULL,0,68,1
718,2019-03-15 09:51:36,2019-03-15 15:29:26,"Appetite, Excessive","Apetito, excesivo","Apetite, excessivo",NULL,,NULL,0,69,1
719,2019-03-15 09:51:36,2019-03-15 15:29:26,"Appetite, Imbalanced","Apetito, desequilibrado","Apetite, desequilibrado",NULL,,NULL,0,70,1
720,2019-03-15 09:51:36,2019-03-21 02:09:49,"Appetite, Imbalanced","Apetito, desequilibrado","Apetite, desequilibrado",NULL,,NULL,0,71,1
721,2019-03-15 09:51:36,2019-03-21 02:10:11,"Appetite, Lack Of/Refusal To Eat","Apetito, falta de/negarse a comer","Apetite, falta de/recusa a comer",NULL,,NULL,0,72,1
722,2019-03-15 09:51:37,2019-03-15 15:29:26,"Appetite, Loss Of","Apetito, pérdida del","Apetite, perda de",NULL,,NULL,0,73,1
723,2019-03-15 09:51:37,2019-03-21 02:10:54,"Appetite, Loss Of Control","Apetito, pérdida de control","Apetite, perda de controle",NULL,,NULL,0,74,1
724,2019-03-15 09:51:37,2019-03-15 15:29:26,"Appetite, Reduced/Loss Of","Apetito, reducido/pérdida del","Apetite, Redução/Perda De",NULL,,NULL,0,75,1
725,2019-03-15 09:51:37,2019-03-15 09:51:37,Arthritis,Artritis,Artrite,NULL,,NULL,0,76,1
726,2019-03-15 09:51:37,2019-03-15 15:29:26,Athlete's Foot,Pie de atleta,Pé de atleta,NULL,,NULL,0,77,1
727,2019-03-15 09:51:37,2019-03-21 02:13:29,Attention Deficit,Déficit de atención,Déficit de atenção,NULL,,NULL,0,78,1
728,2019-03-15 09:51:37,2019-03-15 15:29:26,Auditory Processing Challenges,Dificultades en el procesamiento auditivo,Distúrbio do processamento auditivo,NULL,,NULL,0,79,1
729,2019-03-15 09:51:37,2019-03-15 09:51:37,Autism,Autismo,Autismo,NULL,,NULL,0,80,1
730,2019-03-15 09:51:37,2019-03-15 09:51:38,Autistic,Autista,Autista,NULL,,NULL,0,81,1
731,2019-03-15 09:51:38,2019-03-15 15:29:26,Autoimmune Disease,Enfermedad autoinmunitaria,Doença autoimune,NULL,,NULL,0,82,1
732,2019-03-15 09:51:38,2019-03-21 02:21:53,"Back/Lower Back, Pain","Espalda/parte baja de la espalda, dolor","Costas/Lombar, dor",NULL,,NULL,0,83,1
733,2019-03-15 09:51:38,2019-03-21 02:22:43,Backache,Dolor de espalda,Dor lombar,NULL,,NULL,0,84,1
734,2019-03-15 09:51:38,2019-03-21 02:23:41,Backaches,Dolores de espalda,Dores lombares,NULL,,NULL,0,85,1
735,2019-03-15 09:51:38,2019-03-15 09:51:38,Bacteria,Bacteria,Bactéria,NULL,,NULL,0,86,1
736,2019-03-15 09:51:38,2019-03-15 15:29:26,"Bacteria, Staph","Bacteria, estafilococo","Bactéria, estafilocócica",NULL,,NULL,0,87,1
737,2019-03-15 09:51:38,2019-03-15 15:29:26,Bags Under Eyes,Bolsas debajo de los ojos,Bolsas sob os olhos,NULL,,NULL,0,88,1
738,2019-03-15 09:51:38,2019-03-15 15:29:26,Balance Cortisol Levels,Equilibrio en los niveles de cortisol,Equilibrar os níveis de cortisol,NULL,,NULL,0,89,1
739,2019-03-15 09:51:38,2019-03-15 15:29:26,Balance/Equilibrium,Equilibrio,Equilíbrio,NULL,,NULL,0,90,1
740,2019-03-15 09:51:38,2019-03-15 09:51:38,Baldness,Calvicie,Calvície,NULL,,NULL,0,91,1
741,2019-03-15 09:51:38,2019-03-31 03:45:08,Barking Cough/Croup,Tos perruna/crup,Tosse/Crupe,NULL,,NULL,0,92,1
742,2019-03-15 09:51:39,2019-03-15 09:51:39,Bed Bugs,Chinches,Percevejos de cama,NULL,,NULL,0,93,1
743,2019-03-15 09:51:39,2019-03-15 15:29:26,Bed-Wetting,Enuresis,Enurese,NULL,,NULL,0,94,1
744,2019-03-15 09:51:39,2019-03-15 15:29:26,"Bedtime, Chronically Late","Hora de acostarse, consistentemente tarde","Hora de dormir, cronicamente tarde",NULL,,NULL,0,95,1
745,2019-03-15 09:51:39,2019-03-15 15:29:26,Behavioral Stress,Estrés de comportamiento,Estresse Comportamental,NULL,,NULL,0,96,1
746,2019-03-15 09:51:39,2019-03-15 15:29:26,Belching/Burping,Eructos,Arroto,NULL,,NULL,0,97,1
747,2019-03-15 09:51:39,2019-03-15 15:29:26,Betrayed/Deceived,Traicionado/decepcionado,Traído/Enganado,NULL,,NULL,0,98,1
748,2019-03-15 09:51:39,2019-03-15 15:29:26,Binging/Overeating Until Stuffed,Atracón/comer en exceso hasta estar lleno,Compulsão/Comer demais até ficar cheio,NULL,,NULL,0,99,1
749,2019-03-15 09:51:39,2019-03-15 15:29:26,Bipolar Disorder,Trastorno bipolar,Transtorno bipolar,NULL,,NULL,0,100,1
750,2019-03-15 09:51:39,2019-04-05 15:39:37,Birthing Issues,Nacimiento,Nascimento,NULL,,NULL,0,101,1
751,2019-03-15 09:51:39,2019-03-15 15:29:26,"Bites, Insect","Picaduras, insecto","Picadas, inseto",NULL,,NULL,0,102,1
752,2019-03-15 09:51:40,2019-03-15 09:51:40,Bladder,Vejiga,Bexiga,NULL,,NULL,0,103,1
753,2019-03-15 09:51:40,2019-03-15 15:29:26,Blaming/Bitter,Acusador/amargado,Culpando/Amargo,NULL,,NULL,0,104,1
754,2019-03-15 09:51:40,2019-03-27 15:50:32,Bleeding during labor,Hemorragia durante el parto,Sangramento durante o parto,NULL,,NULL,0,105,1
755,2019-03-15 09:51:40,2019-03-15 15:29:26,Bleeding Gums,Sangrado de encías,Sangramento nas gengivas,NULL,,NULL,0,106,1
756,2019-03-15 09:51:40,2019-03-15 15:29:26,"Bleeding, Tooth Extraction ","Sangrado, extracción dentaria","Sangramento, Extração Dentária",NULL,,NULL,0,107,1
757,2019-03-15 09:51:40,2019-03-15 15:29:26,Bleeding/Hemorrhaging,Sangrado/hemorragia,Sangramento/Hemorragia,NULL,,NULL,0,108,1
758,2019-03-15 09:51:40,2019-03-21 02:56:16,Bleeding/Hemorrhaging,Sangrado/hemorragia,Sangramento/Hemorragia,NULL,,NULL,0,109,1
759,2019-03-15 09:51:40,2019-03-15 15:29:26,"Blister, Friction/Heat/Liquid-Filled","Ampollas, fricción/calor/llenas de líquido","Bolha, fricção/calor/preenchida com líquido",NULL,,NULL,0,110,1
760,2019-03-15 09:51:40,2019-03-15 15:29:26,Bloating/Swollen Belly,Hinchazón/barriga inflamada,Barriga inchada,NULL,,NULL,0,111,1
761,2019-03-15 09:51:40,2019-03-15 09:51:41,Blood,Sangre,Sangue,NULL,,NULL,0,112,1
762,2019-03-15 09:51:41,2019-03-15 15:29:26,Blood Clots,Coágulos de sangre,Coágulos de sangue,NULL,,NULL,0,113,1
763,2019-03-15 09:51:41,2019-03-15 15:29:26,"Blood Flow, Blocked","Flujo sanguíneo, bloqueado","Fluxo Sanguíneo, Bloqueado",NULL,,NULL,0,114,1
764,2019-03-15 09:51:41,2019-03-15 15:29:26,Blood In Stool,Sangre en las heces,Sangue nas fezes,NULL,,NULL,0,115,1
765,2019-03-15 09:51:41,2019-03-15 15:29:26,Blood Pressure Changes,Cambios en la presión arterial,Mudanças na pressão arterial,NULL,,NULL,0,116,1
766,2019-03-15 09:51:41,2019-03-15 15:29:26,"Blood Pressure, High","Presión arterial, alta","Pressão Arterial, Alta",NULL,,NULL,0,117,1
767,2019-03-15 09:51:41,2019-03-15 15:29:26,"Blood Pressure, High Or Low","Presión arterial, alta o baja","Pressão Arterial, Alta ou Baixa",NULL,,NULL,0,118,1
768,2019-03-15 09:51:41,2019-03-15 15:29:26,"Blood Pressure, Low","Presión arterial, baja","Pressão Arterial, Baixa",NULL,,NULL,0,119,1
769,2019-03-15 09:51:41,2019-03-15 15:29:26,Blood Sugar Imbalance,Desequilibrio de azúcar en la sangre,Desequilíbrio do açúcar no sangue,NULL,,NULL,0,120,1
770,2019-03-15 09:51:41,2019-03-15 15:29:26,Blood Sugar Issues (Too High/Too Low),Trastornos en los niveles de azúcar en la sangre (demasiado alto/demasiado bajo),Problemas de açúcar no sangue (muito alto/muito baixo),NULL,,NULL,0,121,1
771,2019-03-15 09:51:41,2019-03-15 15:29:26,"Blood Sugar, High (Hyperglycemia)","Azúcar en la sangre, alto (hiperglucemia)","Açúcar no sangue, alto (hiperglicemia)",NULL,,NULL,0,122,1
772,2019-03-15 09:51:42,2019-03-15 15:29:26,"Blood Vessel Integrity, Lack Of","Integridad de los vasos sanguíneos, falta de","Integridade do vaso sanguíneo, falta de",NULL,,NULL,0,123,1
773,2019-03-15 09:51:42,2019-03-15 15:29:26,"Blood Vessels /Capillaries, Broken","Vasos sanguíneos/capilares, rotos","Vasos sanguíneos/capilares, rompidos",NULL,,NULL,0,124,1
774,2019-03-15 09:51:42,2019-03-15 15:29:26,"Blood Vessels, Blocked/Obstructed","Vasos sanguíneos, bloqueados/obstruidos","Vasos sanguíneos, bloqueados/obstruídos",NULL,,NULL,0,125,1
775,2019-03-15 09:51:42,2019-03-21 03:08:08,"Blood Vessels, Broken","Vasos sanguíneos, rotos","Vasos sanguíneos, rompidos",NULL,,NULL,0,126,1
776,2019-03-15 09:51:42,2019-03-15 15:29:26,Blood-Brain Barrier,Barrera hematoencefálica,Barreira hematoencefálica,NULL,,NULL,0,127,1
777,2019-03-15 09:51:42,2019-03-15 15:29:26,"Blood, Dirty/Toxic","Sangre, sucia/tóxica","Sangue, Sujo/Tóxico",NULL,,NULL,0,128,1
778,2019-03-15 09:51:42,2019-03-15 15:29:26,Blurred/Compromised Vision,Visión borrosa/comprometida,Visão turva/comprometida,NULL,,NULL,0,129,1
779,2019-03-15 09:51:42,2019-03-15 15:29:26,Body Odor,Mal olor corporal,Odor corporal,NULL,,NULL,0,130,1
780,2019-03-15 09:51:42,2019-03-21 03:19:34,"Body Temperature, Cold","Temperatura corporal, fría","Temperatura Corporal, Fria",NULL,,NULL,0,131,1
781,2019-03-15 09:51:43,2019-03-21 03:19:59,"Body Temperature, Cold","Temperatura corporal, fría","Temperatura Corporal, Fria",NULL,,NULL,0,132,1
782,2019-03-15 09:51:43,2019-03-21 03:20:23,"Body Temperature, Hot","Temperatura corporal, caliente","Temperatura corporal, quente",NULL,,NULL,0,133,1
783,2019-03-15 09:51:43,2019-03-21 03:20:44,"Body Temperature, Cold","Temperatura corporal, fría","Temperatura Corporal, Fria",NULL,,NULL,0,134,1
784,2019-03-15 09:51:43,2019-03-21 03:21:18,"Body Temperature, Too High","Temperatura corporal, demasiado alta","Temperatura corporal, muito alta",NULL,,NULL,0,135,1
785,2019-03-15 09:51:43,2019-03-15 15:29:26,Boils/Carbuncles,Forúnculos/carbunco,Furúnculos/Carbúnculos,NULL,,NULL,0,136,1
786,2019-03-15 09:51:43,2019-03-15 15:29:26,Boils/Carbuncles,Forúnculos/carbunco,Furúnculos/Carbúnculos,NULL,,NULL,0,137,1
787,2019-03-15 09:51:43,2019-03-15 09:51:43,Bone,Hueso,Osso,NULL,,NULL,0,138,1
788,2019-03-15 09:51:43,2019-03-15 15:29:26,"Bone, Pain","Hueso, dolor","Osso, dor",NULL,,NULL,0,139,1
789,2019-03-15 09:51:43,2019-03-15 15:29:26,"Bones, Breaking Easily","Huesos, se rompen con facilidad","Ossos, quebrando facilmente",NULL,,NULL,0,140,1
790,2019-03-15 09:51:43,2019-03-15 15:29:26,"Bones, Broken/Fractured","Huesos, rotos/fracturados","Ossos, quebrados/fraturados",NULL,,NULL,0,141,1
791,2019-03-15 09:51:43,2019-03-21 03:24:39,"Bones, Bruised","Huesos, magullados","Ossos, triturados",NULL,,NULL,0,142,1
792,2019-03-15 09:51:43,2019-03-15 15:29:26,"Bones, Bumps Under Skin On","Huesos, bultos debajo de la piel en","Ossos, colisões sob a pele",NULL,,NULL,0,143,1
793,2019-03-15 09:51:43,2019-03-15 15:29:26,"Bones, Porous","Huesos, porosos","Ossos, Porosos",NULL,,NULL,0,144,1
794,2019-03-15 09:51:43,2019-03-21 03:25:32,"Bones, Spurs","Huesos, proyecciones","Ossos, esporões",NULL,,NULL,0,145,1
795,2019-03-15 09:51:43,2019-03-21 03:25:48,"Bones, Tender","Huesos, blandos","Ossos, Delicados",NULL,,NULL,0,146,1
796,2019-03-15 09:51:44,2019-03-15 15:29:26,Bowel Constrictions/Obstructions,Constricciones/obstrucciones intestinales,Constrições/Obstruções do Intestino,NULL,,NULL,0,147,1
797,2019-03-15 09:51:44,2019-03-15 15:29:26,Bowel Inflammation,Inflamación intestinal,Inflamação intestinal,NULL,,NULL,0,148,1
798,2019-03-15 09:51:44,2019-03-15 15:29:26,"Bowel, Lack Of Tone","Intestinos, falta de tonicidad","Intestino, falta de tônus",NULL,,NULL,0,149,1
799,2019-03-15 09:51:44,2019-03-15 15:29:26,"Bowel, Lining (Hyperpermeability/Ulcerations)","Intestinos, recubrimiento (hiperpermeabilidad/ulceraciones)","Intestino, revestimento (hiperpermeabilidade/ulcerações)",NULL,,NULL,0,150,1
800,2019-03-15 09:51:44,2019-03-15 15:29:26,"Bowel, Pockets (Diverticula)","Intestinos, bolsas (divertículos)","Intestino, bolsos (diverticulite)",NULL,,NULL,0,151,1
801,2019-03-15 09:51:44,2019-03-15 09:51:44,Brain,Cerebro,Cérebro,NULL,,NULL,0,152,1
802,2019-03-15 09:51:44,2019-03-15 09:51:44,Brain,Cerebro,Cérebro,NULL,,NULL,0,153,1
803,2019-03-15 09:51:44,2019-03-15 09:51:44,Brain,Cerebro,Cérebro,NULL,,NULL,0,154,1
804,2019-03-15 09:51:44,2019-03-15 15:29:26,Brain Fog,Niebla cerebral,Confusão Mental,NULL,,NULL,0,155,1
805,2019-03-15 09:51:44,2019-03-15 15:29:26,Brain Fogged,Cerebro con niebla,Cérebro enevoado,NULL,,NULL,0,156,1
806,2019-03-15 09:51:44,2019-03-15 15:29:26,Brain Injury,Lesión cerebral,Lesão cerebral,NULL,,NULL,0,157,1
807,2019-03-15 09:51:44,2019-03-21 03:36:21,"Brain Oxygen, Lack Of","Oxígeno en el cerebro, falta de","Oxigênio no Cérebro, Falta de",NULL,,NULL,0,158,1
808,2019-03-15 09:51:44,2019-03-15 15:29:26,"Brain, Aging","Cerebro, envejecimiento","Cérebro, Envelhecimento",NULL,,NULL,0,159,1
809,2019-03-15 09:51:45,2019-03-15 15:29:26,"Brain, Aneurysm","Cerebro, aneurisma","Cérebro, Aneurisma",NULL,,NULL,0,160,1
810,2019-03-15 09:51:45,2019-03-15 15:29:26,"Brain, Blood Flow","Cerebro, flujo sanguíneo","Cérebro, Fluxo Sanguíneo",NULL,,NULL,0,161,1
811,2019-03-15 09:51:45,2019-03-15 15:29:26,"Brain, Lesions","Cerebro, lesiones","Cérebro, Lesões",NULL,,NULL,0,162,1
812,2019-03-15 09:51:45,2019-03-15 09:51:45,Breast,Mama,Mama,NULL,,NULL,0,163,1
813,2019-03-15 09:51:45,2019-03-15 15:29:26,"Breast Size, Too Small (Want To Enlarge)","Tamaño de mamas, demasiado pequeño (quiere aumentarlo)","Tamanho da mama, muito pequeno (quer aumentar)",NULL,,NULL,0,164,1
814,2019-03-15 09:51:45,2019-03-15 15:29:26,Breast Tenderness,Sensibilidad en las mamas,Mastalgia,NULL,,NULL,0,165,1
815,2019-03-15 09:51:45,2019-03-15 15:29:26,"Breast, Cellular Health","Mamas, salud celular","Mama, Saúde Celular",NULL,,NULL,0,166,1
816,2019-03-15 09:51:45,2019-03-15 15:29:26,"Breasts, Tender","Mamas, sensibilidad","Mamas, Sensíveis",NULL,,NULL,0,167,1
817,2019-03-15 09:51:45,2019-03-21 03:38:05,"Breath, Bad (Halitosis)","Aliento, feo (halitosis)",Hálito Ruim (Halitose),NULL,,NULL,0,168,1
818,2019-03-15 09:51:46,2019-03-15 15:29:26,"Breath, Bad (Halitosis)","Aliento, feo (halitosis)",Hálito Ruim (Halitose),NULL,,NULL,0,169,1
819,2019-03-15 09:51:46,2019-03-15 15:29:26,Breathing Difficulty,Dificultad para respirar,Dificuldade Respiratória,NULL,,NULL,0,170,1
820,2019-03-15 09:51:46,2019-03-15 15:29:26,Breathing Issues,Problemas para respirar,Problemas respiratórios,NULL,,NULL,0,171,1
821,2019-03-15 09:51:46,2019-03-15 15:29:26,Breathing Issues,Problemas para respirar,Problemas respiratórios,NULL,,NULL,0,172,1
822,2019-03-15 09:51:46,2019-03-15 15:29:26,Breathing Problems,Problemas respiratorios,Problemas respiratórios,NULL,,NULL,0,173,1
823,2019-03-15 09:51:46,2019-03-21 03:38:55,"Breathing, Constricted","Respiración, obstruida","Respiração, Constritiva",NULL,,NULL,0,174,1
824,2019-03-15 09:51:46,2019-03-15 15:29:26,"Breathing, Labored","Respiración, dificultosa","Respirar, Difícil",NULL,,NULL,0,175,1
825,2019-03-15 09:51:46,2019-03-15 15:29:26,"Breathing, Shortness Of Breath","Respiración, falta de aliento","Respiração, falta de ar",NULL,,NULL,0,176,1
826,2019-03-15 09:51:46,2019-03-15 09:51:46,Bronchitis,Bronquitis,Bronquite,NULL,,NULL,0,177,1
827,2019-03-15 09:51:46,2019-03-15 09:51:46,Bruises,Magulladuras,Hematomas,NULL,,NULL,0,178,1
828,2019-03-15 09:51:46,2019-03-21 03:42:54,Bruising,Magulladuras,Contusão,NULL,,NULL,0,179,1
829,2019-03-15 09:51:47,2019-03-15 09:51:47,Bruising,Magulladuras,Contusão,NULL,,NULL,0,180,1
